gender,age_band,num_of_prev_attempts,score,final_result,dataset
F,0-35,0,18.0,Excellent,D1
F,0-35,0,6.0,Fail,D1
F,0-35,0,10.0,Fail,D1
M,0-35,0,14.0,Good,D1
F,0-35,1,10.0,Fail,D1
M,0-35,0,15.0,Good,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,14.0,Good,D1
F,0-35,0,8.0,Fail,D1
M,0-35,0,5.0,Fail,D1
M,0-35,0,17.0,Excellent,D1
M,0-35,0,14.0,Good,D1
F,0-35,0,6.0,Fail,D1
M,0-35,0,18.0,Excellent,D1
F,0-35,0,11.0,Pass,D1
F,0-35,0,8.0,Fail,D1
M,0-35,0,18.0,Excellent,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,16.0,Good,D1
M,0-35,0,19.0,Excellent,D1
F,0-35,1,10.0,Fail,D1
F,0-35,1,13.0,Pass,D1
M,0-35,0,19.0,Excellent,D1
M,0-35,0,9.0,Fail,D1
M,0-35,0,16.0,Good,D1
M,0-35,0,14.0,Good,D1
M,0-35,0,13.0,Pass,D1
M,0-35,1,8.0,Fail,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,15.0,Good,D1
M,0-35,0,15.0,Good,D1
F,0-35,0,13.0,Pass,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,8.0,Fail,D1
M,0-35,0,12.0,Pass,D1
F,0-35,0,11.0,Pass,D1
F,0-35,3,9.0,Fail,D1
M,0-35,2,0.0,Fail,D1
M,0-35,0,18.0,Excellent,D1
F,0-35,2,0.0,Fail,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,12.0,Pass,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,0.0,Fail,D1
F,0-35,0,0.0,Fail,D1
M,0-35,0,0.0,Fail,D1
F,0-35,2,0.0,Fail,D1
M,0-35,1,12.0,Pass,D1
F,0-35,0,15.0,Good,D1
M,0-35,0,0.0,Fail,D1
M,0-35,2,9.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,0,13.0,Pass,D1
M,0-35,3,0.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,3,0.0,Fail,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,0.0,Fail,D1
M,0-35,3,10.0,Fail,D1
M,0-35,3,0.0,Fail,D1
M,0-35,1,14.0,Good,D1
F,0-35,2,10.0,Fail,D1
M,0-35,3,0.0,Fail,D1
F,0-35,0,12.0,Pass,D1
M,0-35,0,8.0,Fail,D1
M,0-35,0,13.0,Pass,D1
F,0-35,3,10.0,Fail,D1
M,0-35,0,15.0,Good,D1
M,0-35,1,12.0,Pass,D1
M,0-35,2,0.0,Fail,D1
M,0-35,2,7.0,Fail,D1
M,0-35,1,0.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,3,7.0,Fail,D1
M,0-35,1,12.0,Pass,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,16.0,Good,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,14.0,Good,D1
M,0-35,2,0.0,Fail,D1
M,0-35,0,16.0,Good,D1
M,0-35,0,10.0,Fail,D1
F,0-35,3,0.0,Fail,D1
F,0-35,0,9.0,Fail,D1
M,0-35,0,9.0,Fail,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,6.0,Fail,D1
M,0-35,0,9.0,Fail,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,8.0,Fail,D1
M,0-35,0,12.0,Pass,D1
F,0-35,0,17.0,Excellent,D1
F,0-35,0,8.0,Fail,D1
F,0-35,0,12.0,Pass,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,15.0,Good,D1
F,0-35,0,9.0,Fail,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,13.0,Pass,D1
F,0-35,0,9.0,Fail,D1
M,0-35,0,8.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,0,14.0,Good,D1
F,0-35,0,15.0,Good,D1
M,0-35,0,16.0,Good,D1
M,0-35,0,10.0,Fail,D1
F,0-35,1,18.0,Excellent,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,16.0,Good,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,6.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,1,9.0,Fail,D1
F,0-35,3,7.0,Fail,D1
F,0-35,0,13.0,Pass,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,7.0,Fail,D1
F,0-35,0,8.0,Fail,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,14.0,Good,D1
M,0-35,1,8.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,15.0,Good,D1
F,0-35,2,4.0,Fail,D1
M,0-35,1,8.0,Fail,D1
F,0-35,0,8.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,6.0,Fail,D1
F,0-35,1,0.0,Fail,D1
F,0-35,0,17.0,Excellent,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,14.0,Good,D1
F,0-35,1,7.0,Fail,D1
F,0-35,0,15.0,Good,D1
M,0-35,0,12.0,Pass,D1
M,0-35,0,9.0,Fail,D1
F,0-35,0,12.0,Pass,D1
F,0-35,0,14.0,Good,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,9.0,Fail,D1
M,0-35,0,13.0,Pass,D1
M,0-35,0,6.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,0,13.0,Pass,D1
F,0-35,0,12.0,Pass,D1
F,0-35,0,11.0,Pass,D1
M,0-35,1,0.0,Fail,D1
M,0-35,0,12.0,Pass,D1
M,0-35,0,12.0,Pass,D1
M,0-35,0,0.0,Fail,D1
M,0-35,0,12.0,Pass,D1
F,0-35,0,0.0,Fail,D1
M,0-35,0,18.0,Excellent,D1
M,0-35,0,13.0,Pass,D1
M,0-35,3,8.0,Fail,D1
M,0-35,1,5.0,Fail,D1
M,0-35,0,15.0,Good,D1
M,0-35,1,8.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,1,8.0,Fail,D1
M,0-35,0,8.0,Fail,D1
M,0-35,0,12.0,Pass,D1
M,0-35,1,8.0,Fail,D1
F,0-35,0,13.0,Pass,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,14.0,Good,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,18.0,Excellent,D1
M,0-35,0,8.0,Fail,D1
M,0-35,0,12.0,Pass,D1
F,0-35,0,9.0,Fail,D1
F,0-35,0,0.0,Fail,D1
M,0-35,0,17.0,Excellent,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,0.0,Fail,D1
F,0-35,2,9.0,Fail,D1
F,0-35,0,14.0,Good,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,14.0,Good,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,12.0,Pass,D1
F,0-35,0,9.0,Fail,D1
M,0-35,0,9.0,Fail,D1
F,0-35,1,8.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,0,8.0,Fail,D1
M,0-35,1,10.0,Fail,D1
F,0-35,0,12.0,Pass,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,11.0,Pass,D1
F,0-35,0,19.0,Excellent,D1
F,0-35,0,12.0,Pass,D1
M,0-35,0,14.0,Good,D1
M,0-35,0,15.0,Good,D1
M,0-35,0,11.0,Pass,D1
F,0-35,0,15.0,Good,D1
F,0-35,1,13.0,Pass,D1
F,0-35,0,18.0,Excellent,D1
M,0-35,0,14.0,Good,D1
M,0-35,0,11.0,Pass,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,8.0,Fail,D1
F,0-35,0,14.0,Good,D1
M,0-35,0,16.0,Good,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,14.0,Good,D1
F,0-35,0,18.0,Excellent,D1
M,0-35,1,13.0,Pass,D1
F,0-35,1,12.0,Pass,D1
M,0-35,0,18.0,Excellent,D1
M,0-35,1,8.0,Fail,D1
M,0-35,1,12.0,Pass,D1
F,0-35,1,10.0,Fail,D1
F,0-35,1,0.0,Fail,D1
F,0-35,0,13.0,Pass,D1
M,0-35,1,11.0,Pass,D1
F,0-35,1,11.0,Pass,D1
F,0-35,2,13.0,Pass,D1
F,0-35,1,11.0,Pass,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,9.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,0,13.0,Pass,D1
F,0-35,0,9.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,0,15.0,Good,D1
F,0-35,0,15.0,Good,D1
M,0-35,0,11.0,Pass,D1
M,0-35,0,16.0,Good,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,9.0,Fail,D1
F,0-35,0,14.0,Good,D1
M,0-35,0,8.0,Fail,D1
F,0-35,0,14.0,Good,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,15.0,Good,D1
F,0-35,1,13.0,Pass,D1
F,0-35,0,0.0,Fail,D1
F,0-35,0,17.0,Excellent,D1
F,0-35,0,10.0,Fail,D1
F,0-35,1,11.0,Pass,D1
M,0-35,1,0.0,Fail,D1
M,0-35,0,15.0,Good,D1
F,0-35,1,0.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,14.0,Good,D1
M,0-35,0,16.0,Good,D1
M,0-35,0,9.0,Fail,D1
F,0-35,0,15.0,Good,D1
M,0-35,1,13.0,Pass,D1
M,0-35,3,8.0,Fail,D1
M,0-35,0,13.0,Pass,D1
M,0-35,1,8.0,Fail,D1
M,0-35,1,8.0,Fail,D1
M,0-35,0,11.0,Pass,D1
F,0-35,0,9.0,Fail,D1
F,0-35,0,13.0,Pass,D1
F,0-35,0,11.0,Pass,D1
M,0-35,0,10.0,Fail,D1
F,0-35,0,16.0,Good,D1
F,0-35,0,13.0,Pass,D1
M,0-35,1,12.0,Pass,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,15.0,Good,D1
F,0-35,0,12.0,Pass,D1
M,0-35,0,10.0,Fail,D1
M,0-35,0,13.0,Pass,D1
F,0-35,1,0.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,11.0,Pass,D1
F,0-35,2,9.0,Fail,D1
M,0-35,0,12.0,Pass,D1
F,0-35,0,11.0,Pass,D1
F,0-35,0,5.0,Fail,D1
F,0-35,0,19.0,Excellent,D1
F,0-35,0,10.0,Fail,D1
F,0-35,2,15.0,Good,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,15.0,Good,D1
F,0-35,0,10.0,Fail,D1
M,0-35,0,14.0,Good,D1
M,0-35,0,7.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,1,0.0,Fail,D1
M,0-35,1,5.0,Fail,D1
F,0-35,0,10.0,Fail,D1
F,0-35,0,6.0,Fail,D1
F,0-35,1,0.0,Fail,D1
F,0-35,0,8.0,Fail,D1
F,0-35,1,0.0,Fail,D1
M,0-35,2,9.0,Fail,D1
M,0-35,0,16.0,Good,D1
M,0-35,3,7.0,Fail,D1
M,0-35,0,10.0,Fail,D1
M,0-35,0,9.0,Fail,D1
M,55<=,0,82.0,Pass,D2
F,35-55,0,66.4,Pass,D2
F,35-55,0,,Fail,D2
F,35-55,0,76.0,Pass,D2
F,0-35,0,54.4,Pass,D2
M,35-55,0,68.0,Pass,D2
M,0-35,0,68.0,Pass,D2
F,0-35,0,72.4,Pass,D2
F,0-35,0,71.4,Pass,D2
M,55<=,0,78.0,Pass,D2
M,35-55,0,74.0,Pass,D2
F,0-35,0,73.2,Pass,D2
M,35-55,0,78.6,Pass,D2
F,0-35,0,76.0,Pass,D2
M,35-55,0,71.6,Pass,D2
F,0-35,0,67.0,Fail,D2
F,35-55,0,55.6,Pass,D2
M,35-55,0,80.4,Pass,D2
M,35-55,0,48.5,Fail,D2
M,35-55,0,66.0,Pass,D2
M,0-35,0,70.4,Pass,D2
M,0-35,0,70.8,Pass,D2
M,35-55,0,65.33333333333333,Fail,D2
M,35-55,0,60.6,Pass,D2
M,0-35,0,68.4,Pass,D2
M,35-55,0,72.6,Pass,D2
M,0-35,0,78.0,Pass,D2
M,0-35,0,76.6,Pass,D2
M,35-55,0,79.6,Pass,D2
M,35-55,0,60.0,Fail,D2
M,0-35,0,53.4,Pass,D2
M,35-55,0,63.4,Pass,D2
F,35-55,0,81.0,Pass,D2
M,35-55,0,77.6,Pass,D2
F,35-55,0,71.8,Pass,D2
M,35-55,0,72.8,Pass,D2
M,0-35,0,62.4,Pass,D2
M,35-55,0,74.2,Pass,D2
M,0-35,0,61.8,Pass,D2
M,35-55,0,71.4,Pass,D2
F,0-35,0,69.6,Pass,D2
M,0-35,0,81.0,Fail,D2
F,35-55,0,67.4,Pass,D2
F,35-55,0,84.4,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,0,53.142857142857146,Fail,D2
M,35-55,0,80.2,Pass,D2
F,0-35,0,72.6,Pass,D2
M,0-35,0,48.833333333333336,Fail,D2
F,35-55,0,73.6,Pass,D2
F,35-55,0,68.8,Pass,D2
M,0-35,0,54.4,Pass,D2
F,0-35,0,50.0,Fail,D2
M,0-35,0,68.66666666666667,Fail,D2
F,0-35,0,52.0,Fail,D2
F,35-55,0,79.5,Fail,D2
F,0-35,0,50.0,Pass,D2
M,35-55,0,67.0,Pass,D2
F,35-55,0,79.8,Pass,D2
F,0-35,0,78.14285714285714,Fail,D2
F,0-35,0,70.6,Pass,D2
M,35-55,0,68.2,Fail,D2
M,0-35,0,71.8,Pass,D2
F,35-55,0,69.4,Pass,D2
F,35-55,0,66.4,Pass,D2
M,35-55,0,69.6,Pass,D2
F,35-55,0,61.4,Pass,D2
M,55<=,0,80.4,Pass,D2
M,35-55,0,82.4,Pass,D2
M,35-55,0,78.2,Pass,D2
F,0-35,0,37.6,Fail,D2
M,0-35,0,53.4,Pass,D2
F,35-55,0,76.0,Fail,D2
F,0-35,0,54.0,Pass,D2
M,0-35,0,49.0,Pass,D2
M,35-55,0,59.8,Pass,D2
M,0-35,0,74.0,Fail,D2
M,35-55,0,76.0,Pass,D2
M,35-55,0,89.2,Excellent,D2
M,35-55,0,71.66666666666667,Fail,D2
M,0-35,0,79.4,Pass,D2
F,0-35,0,68.4,Pass,D2
M,0-35,0,50.0,Fail,D2
M,35-55,0,54.4,Pass,D2
F,0-35,0,66.66666666666667,Fail,D2
M,35-55,0,72.2,Pass,D2
M,0-35,0,56.66666666666666,Fail,D2
F,35-55,0,83.6,Excellent,D2
M,0-35,0,62.6,Fail,D2
M,0-35,0,72.4,Pass,D2
M,0-35,0,61.8,Pass,D2
M,0-35,0,66.0,Pass,D2
M,0-35,0,78.0,Pass,D2
M,0-35,0,67.75,Pass,D2
M,0-35,0,57.833333333333336,Fail,D2
M,0-35,0,78.0,Pass,D2
M,55<=,0,79.2,Pass,D2
M,0-35,0,75.8,Pass,D2
M,0-35,0,58.4,Pass,D2
M,35-55,0,78.8,Pass,D2
F,35-55,0,58.6,Fail,D2
M,35-55,0,77.4,Pass,D2
M,35-55,0,55.6,Pass,D2
M,0-35,0,78.4,Pass,D2
M,35-55,0,71.4,Pass,D2
M,0-35,0,76.8,Pass,D2
F,0-35,0,58.8,Pass,D2
F,35-55,0,64.8,Pass,D2
F,35-55,0,57.5,Fail,D2
M,35-55,0,71.0,Pass,D2
F,35-55,0,76.6,Pass,D2
M,35-55,0,74.6,Fail,D2
M,0-35,0,43.0,Fail,D2
M,35-55,0,76.4,Pass,D2
F,0-35,0,67.66666666666667,Fail,D2
M,0-35,0,79.2,Excellent,D2
F,0-35,0,73.4,Pass,D2
M,35-55,0,55.4,Fail,D2
M,0-35,0,,Fail,D2
M,35-55,0,60.6,Pass,D2
M,35-55,0,71.0,Pass,D2
M,0-35,0,67.8,Pass,D2
M,0-35,0,70.4,Pass,D2
M,0-35,0,75.0,Pass,D2
M,35-55,0,83.6,Excellent,D2
F,35-55,0,,Fail,D2
M,0-35,0,46.75,Pass,D2
M,55<=,0,78.2,Pass,D2
M,0-35,0,52.8,Pass,D2
M,35-55,0,71.0,Fail,D2
M,55<=,0,86.8,Excellent,D2
F,0-35,0,80.8,Pass,D2
M,35-55,0,78.8,Pass,D2
F,0-35,0,58.66666666666666,Fail,D2
M,0-35,0,64.0,Fail,D2
M,0-35,0,78.0,Pass,D2
F,0-35,0,,Fail,D2
M,35-55,0,58.2,Pass,D2
M,35-55,0,82.0,Pass,D2
F,0-35,0,62.6,Pass,D2
F,0-35,0,81.2,Pass,D2
M,0-35,0,60.0,Pass,D2
M,55<=,0,59.2,Pass,D2
M,55<=,0,87.8,Excellent,D2
M,0-35,0,61.8,Pass,D2
F,0-35,0,66.6,Pass,D2
F,0-35,0,78.4,Pass,D2
M,55<=,0,80.4,Pass,D2
M,35-55,0,80.4,Pass,D2
F,35-55,0,57.6,Pass,D2
M,0-35,0,61.2,Pass,D2
F,35-55,0,84.66666666666667,Fail,D2
F,35-55,0,74.4,Pass,D2
M,0-35,0,65.8,Pass,D2
M,0-35,0,74.4,Pass,D2
F,0-35,0,53.0,Fail,D2
F,0-35,0,36.0,Fail,D2
F,0-35,0,86.875,Fail,D2
M,0-35,0,68.2,Pass,D2
M,0-35,0,49.8,Pass,D2
M,0-35,0,64.2,Fail,D2
F,0-35,0,82.33333333333333,Fail,D2
M,55<=,0,77.2,Pass,D2
M,0-35,0,60.4,Pass,D2
M,35-55,0,78.4,Pass,D2
M,0-35,0,49.2,Fail,D2
M,0-35,0,78.0,Pass,D2
M,0-35,0,80.4,Excellent,D2
M,0-35,0,82.4,Pass,D2
F,35-55,0,,Fail,D2
M,35-55,0,73.8,Pass,D2
M,35-55,0,,Fail,D2
M,0-35,0,57.0,Fail,D2
M,35-55,0,69.0,Fail,D2
F,0-35,0,56.4,Pass,D2
M,35-55,0,70.0,Pass,D2
M,0-35,0,76.8,Pass,D2
F,0-35,0,50.4,Pass,D2
M,35-55,0,55.6,Fail,D2
M,0-35,0,66.4,Pass,D2
M,0-35,0,87.0,Excellent,D2
F,35-55,0,72.8,Pass,D2
M,0-35,0,67.8,Pass,D2
M,0-35,0,75.6,Pass,D2
M,0-35,0,67.8,Pass,D2
M,0-35,0,68.0,Pass,D2
F,35-55,0,63.8,Pass,D2
M,35-55,0,60.6,Pass,D2
M,0-35,0,68.625,Fail,D2
M,0-35,0,45.0,Fail,D2
F,35-55,0,68.4,Pass,D2
M,0-35,0,74.2,Pass,D2
M,0-35,0,61.4,Pass,D2
M,0-35,0,46.4,Fail,D2
F,0-35,0,65.0,Pass,D2
M,35-55,0,72.6,Pass,D2
M,35-55,0,43.8,Pass,D2
M,0-35,0,77.2,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,76.4,Pass,D2
M,35-55,0,59.66666666666666,Fail,D2
M,0-35,0,76.0,Fail,D2
F,0-35,0,58.4,Pass,D2
F,0-35,0,59.8,Pass,D2
M,0-35,0,70.6,Pass,D2
M,0-35,0,40.5,Fail,D2
M,0-35,0,87.6,Excellent,D2
M,35-55,0,79.33333333333333,Fail,D2
F,0-35,0,70.6,Pass,D2
F,0-35,0,,Fail,D2
M,0-35,0,66.6,Pass,D2
M,35-55,0,73.0,Pass,D2
M,0-35,0,71.8,Pass,D2
M,0-35,0,72.4,Pass,D2
M,0-35,0,81.0,Pass,D2
M,0-35,0,72.0,Pass,D2
M,0-35,0,59.2,Fail,D2
F,0-35,0,81.5,Fail,D2
M,0-35,0,73.2,Pass,D2
M,0-35,0,71.4,Pass,D2
M,0-35,0,40.0,Fail,D2
M,0-35,0,82.8,Pass,D2
M,35-55,0,76.2,Pass,D2
M,55<=,0,63.0,Fail,D2
M,35-55,0,66.0,Fail,D2
M,55<=,0,66.0,Pass,D2
M,55<=,0,80.8,Excellent,D2
F,55<=,0,65.0,Fail,D2
M,55<=,0,72.0,Pass,D2
M,55<=,0,81.2,Excellent,D2
F,35-55,0,76.4,Pass,D2
F,35-55,0,61.8,Pass,D2
M,35-55,0,77.2,Pass,D2
F,35-55,0,72.0,Pass,D2
M,35-55,0,59.75,Fail,D2
F,35-55,0,68.0,Pass,D2
M,35-55,0,56.6,Pass,D2
F,35-55,0,70.0,Pass,D2
M,55<=,0,82.6,Pass,D2
M,35-55,0,68.57142857142857,Fail,D2
M,35-55,0,35.0,Fail,D2
F,35-55,0,75.2,Pass,D2
F,35-55,0,59.0,Fail,D2
M,35-55,0,63.0,Fail,D2
M,35-55,0,81.8,Pass,D2
F,35-55,0,61.9,Fail,D2
M,35-55,0,61.8,Pass,D2
F,35-55,0,73.0,Pass,D2
M,35-55,0,79.6,Pass,D2
M,35-55,0,77.5,Fail,D2
M,35-55,0,84.6,Excellent,D2
M,35-55,0,85.0,Pass,D2
F,35-55,0,68.0,Fail,D2
F,35-55,0,78.2,Pass,D2
M,35-55,0,83.8,Pass,D2
M,35-55,0,61.0,Fail,D2
F,35-55,0,,Fail,D2
M,55<=,0,66.2,Pass,D2
M,35-55,0,76.8,Pass,D2
M,35-55,0,77.4,Pass,D2
M,35-55,0,71.0,Pass,D2
M,35-55,0,62.6,Pass,D2
M,35-55,0,72.0,Pass,D2
F,35-55,0,73.6,Pass,D2
F,0-35,0,70.4,Pass,D2
M,35-55,0,73.0,Pass,D2
F,35-55,0,53.6,Pass,D2
M,35-55,0,83.6,Fail,D2
M,35-55,0,67.25,Pass,D2
F,0-35,0,76.0,Pass,D2
M,35-55,0,78.4,Pass,D2
F,35-55,0,66.6,Pass,D2
F,0-35,0,61.2,Fail,D2
M,35-55,0,35.666666666666664,Fail,D2
F,35-55,0,58.85714285714285,Fail,D2
F,35-55,0,69.6,Pass,D2
F,0-35,0,67.8,Pass,D2
F,35-55,0,59.75,Fail,D2
M,35-55,0,65.6,Pass,D2
F,35-55,0,82.4,Excellent,D2
M,35-55,0,66.5,Fail,D2
F,35-55,0,52.6,Pass,D2
M,55<=,0,70.0,Pass,D2
M,35-55,0,,Fail,D2
F,0-35,0,62.2,Pass,D2
F,0-35,0,73.8,Pass,D2
F,0-35,0,70.0,Fail,D2
F,35-55,0,69.0,Pass,D2
F,35-55,0,66.0,Pass,D2
F,35-55,0,67.2,Pass,D2
F,35-55,0,75.6,Pass,D2
M,0-35,0,71.2,Pass,D2
F,35-55,0,76.4,Pass,D2
F,35-55,0,54.5,Fail,D2
F,0-35,0,83.0,Pass,D2
M,35-55,0,51.4,Pass,D2
M,0-35,0,61.2,Pass,D2
F,35-55,0,32.0,Fail,D2
M,35-55,0,75.8,Fail,D2
F,35-55,0,,Fail,D2
F,35-55,0,57.2,Pass,D2
F,0-35,0,80.0,Excellent,D2
M,35-55,0,73.2,Fail,D2
F,0-35,0,51.5,Fail,D2
F,0-35,0,67.8,Fail,D2
F,0-35,0,69.0,Fail,D2
F,0-35,0,83.4,Pass,D2
M,0-35,0,,Fail,D2
F,0-35,0,75.6,Pass,D2
F,35-55,0,50.6,Pass,D2
F,0-35,0,73.4,Pass,D2
M,0-35,0,73.0,Fail,D2
F,0-35,0,46.8,Fail,D2
M,0-35,0,80.0,Fail,D2
M,35-55,0,82.8,Excellent,D2
F,35-55,0,77.6,Pass,D2
M,35-55,0,51.0,Fail,D2
F,0-35,0,74.4,Pass,D2
F,0-35,0,60.6,Pass,D2
M,35-55,0,24.666666666666668,Fail,D2
M,35-55,0,70.0,Pass,D2
M,35-55,0,90.6,Pass,D2
M,55<=,0,78.8,Pass,D2
M,55<=,0,56.0,Fail,D2
F,35-55,0,44.5,Fail,D2
F,55<=,0,67.0,Fail,D2
M,0-35,0,79.6,Pass,D2
M,35-55,0,75.8,Pass,D2
M,0-35,0,55.6,Pass,D2
F,0-35,0,73.6,Pass,D2
F,0-35,0,77.2,Pass,D2
M,35-55,0,79.4,Pass,D2
M,0-35,0,76.6,Pass,D2
F,0-35,0,60.8,Pass,D2
M,55<=,0,61.75,Pass,D2
F,35-55,0,78.0,Pass,D2
F,0-35,0,63.2,Pass,D2
M,55<=,0,80.8,Excellent,D2
F,0-35,0,,Fail,D2
F,35-55,0,62.6,Pass,D2
F,0-35,0,64.8,Pass,D2
F,35-55,0,53.5,Fail,D2
F,35-55,0,80.6,Pass,D2
M,55<=,0,81.2,Pass,D2
M,0-35,0,71.2,Pass,D2
M,0-35,0,65.4,Pass,D2
F,0-35,0,71.8,Pass,D2
F,35-55,0,71.8,Pass,D2
M,0-35,0,71.2,Fail,D2
M,35-55,0,75.4,Pass,D2
M,35-55,0,70.8,Pass,D2
M,0-35,0,64.0,Fail,D2
F,0-35,0,79.6,Pass,D2
F,35-55,0,73.6,Pass,D2
F,0-35,0,76.0,Pass,D2
F,35-55,0,72.6,Pass,D2
F,0-35,0,76.4,Pass,D2
M,0-35,0,70.0,Pass,D2
F,0-35,0,71.4,Pass,D2
F,35-55,0,78.2,Pass,D2
F,0-35,0,64.8,Pass,D2
M,0-35,0,,Fail,D2
M,0-35,0,56.0,Pass,D2
F,35-55,0,79.4,Pass,D2
M,35-55,0,65.6,Pass,D2
M,35-55,0,79.2,Pass,D2
F,35-55,0,51.2,Pass,D2
F,0-35,0,82.6,Pass,D2
M,35-55,0,83.4,Excellent,D2
M,35-55,0,84.2,Pass,D2
M,35-55,0,63.2,Pass,D2
M,0-35,0,76.0,Pass,D2
M,0-35,0,57.2,Fail,D2
M,55<=,0,68.8,Pass,D2
F,0-35,0,43.333333333333336,Fail,D2
F,0-35,0,71.4,Pass,D2
F,0-35,0,78.6,Pass,D2
M,0-35,0,67.8,Pass,D2
M,35-55,0,81.6,Excellent,D2
F,0-35,0,84.8,Excellent,D2
M,35-55,0,58.25,Pass,D2
M,35-55,0,79.4,Pass,D2
M,0-35,0,67.8,Pass,D2
M,55<=,0,61.8,Pass,D2
F,0-35,0,46.8,Pass,D2
F,35-55,0,86.2,Excellent,D2
M,35-55,0,77.6,Pass,D2
F,0-35,0,54.8,Pass,D2
M,35-55,0,64.8,Pass,D2
F,35-55,0,63.0,Pass,D2
F,0-35,0,71.0,Pass,D2
M,55<=,0,76.0,Pass,D2
F,0-35,0,73.4,Pass,D2
F,0-35,0,71.6,Pass,D2
M,35-55,0,51.4,Pass,D2
F,0-35,1,67.0,Fail,D2
F,0-35,0,80.2,Pass,D2
M,0-35,0,81.8,Pass,D2
M,35-55,0,60.66666666666666,Fail,D2
F,0-35,0,58.0,Pass,D2
M,35-55,0,77.6,Pass,D2
M,35-55,0,71.2,Pass,D2
M,35-55,0,50.0,Fail,D2
M,35-55,1,65.33333333333333,Pass,D2
M,0-35,0,45.0,Fail,D2
F,35-55,0,82.6,Pass,D2
F,0-35,0,82.0,Pass,D2
M,55<=,0,61.8,Pass,D2
F,0-35,0,67.8,Pass,D2
M,0-35,0,,Fail,D2
F,35-55,0,57.6,Pass,D2
F,35-55,0,67.0,Fail,D2
F,35-55,1,76.0,Pass,D2
F,0-35,0,87.2,Excellent,D2
M,35-55,0,64.8,Pass,D2
M,0-35,1,81.0,Fail,D2
F,35-55,0,78.4,Pass,D2
F,35-55,0,58.4,Pass,D2
M,0-35,0,60.0,Pass,D2
M,35-55,0,78.6,Pass,D2
F,35-55,0,65.4,Pass,D2
M,0-35,0,78.2,Pass,D2
F,0-35,1,,Fail,D2
F,35-55,1,53.142857142857146,Pass,D2
M,35-55,0,84.0,Excellent,D2
M,35-55,0,61.0,Fail,D2
M,0-35,1,48.833333333333336,Pass,D2
M,35-55,0,75.0,Fail,D2
M,35-55,0,63.4,Pass,D2
